OUI	Manufacturer	Registry	Short_Name	Registered_Date	Sources
CC:7A:30	CMAX Wireless Co., Ltd.	MA-L	CMAXWireless	2010-07-27	IEEE+Wireshark+Nmap
B8:8E:3A	Infinite Technologies JLT	MA-L	InfiniteTech	2010-07-23	IEEE+Wireshark+Nmap
D4:CB:AF	Nokia Corporation	MA-L	Nokia	2010-06-30	IEEE+Wireshark+Nmap
10:E8:EE	PhaseSpace	MA-L	PhaseSpace	2010-07-01	IEEE+Wireshark+Nmap
A4:7C:1F	Cobham plc	MA-L	Cobham	2010-07-01	IEEE+Wireshark+Nmap
D4:6C:DA	CSM GmbH	MA-L	CSM	2010-06-30	IEEE+Wireshark+Nmap
5C:D9:98	D-Link Corporation	MA-L	DLink	2010-06-30	IEEE+Wireshark+Nmap
94:33:DD	Taco Inc	MA-L	Taco	2010-08-05	IEEE+Wireshark+Nmap
E0:CF:2D	Gemintek Corporation	MA-L	Gemintek	2010-08-03	IEEE+Wireshark+Nmap
C4:EE:F5	II-VI Incorporated	MA-L	IIVI	2010-08-03	IEEE+Wireshark+Nmap
D4:91:AF	Electroacustica General Iberica, S.A.	MA-L	Electroacust	2010-08-03	IEEE+Wireshark+Nmap
04:5D:56	camtron industrial inc.	MA-L	camtronindus	2010-06-18	IEEE+Wireshark+Nmap
68:23:4B	Nihon Dengyo Kousaku	MA-L	NihonDengyoK	2010-06-17	IEEE+Wireshark+Nmap
A4:BE:61	EutroVision System, Inc.	MA-L	EutroVisionS	2010-06-16	IEEE+Wireshark+Nmap
58:BC:27	Cisco Systems, Inc	MA-L	Cisco	2010-07-08	IEEE+Wireshark+Nmap
34:D2:C4	RENA GmbH Print Systeme	MA-L	RENAPrintSys	2010-07-03	IEEE+Wireshark+Nmap
7C:39:20	Ssoma Security	MA-L	SsomaSecurit	2010-07-15	IEEE+Wireshark+Nmap
9C:77:AA	Nadasnv	MA-L	Nadasnv	2010-07-13	IEEE+Wireshark+Nmap
1C:83:B0	Linked IP GmbH	MA-L	LinkedIP	2010-07-22	IEEE+Wireshark+Nmap
1C:3D:E7	Sigma Koki Co.,Ltd.	MA-L	SigmaKoki	2010-06-23	IEEE+Wireshark+Nmap
88:18:AE	Tamron Co., Ltd	MA-L	Tamron	2010-05-27	IEEE+Wireshark+Nmap
20:D6:07	Nokia Corporation	MA-L	Nokia	2010-05-26	IEEE+Wireshark+Nmap
44:3D:21	Nuvolt	MA-L	Nuvolt	2010-05-13	IEEE+Wireshark+Nmap
30:49:3B	Nanjing Z-Com Wireless Co.,Ltd	MA-L	NanjingZComW	2010-05-12	IEEE+Wireshark+Nmap
D0:7D:E5	Forward Pay Systems, Inc.	MA-L	ForwardPay	2010-05-11	IEEE+Wireshark+Nmap
04:DD:4C	Velocytech	MA-L	Velocytech	2010-05-07	IEEE+Wireshark+Nmap
6C:E0:B0	Sound4	MA-L	Sound4	2010-06-10	IEEE+Wireshark+Nmap
9C:FF:BE	OTSL Inc.	MA-L	OTSL	2010-06-11	IEEE+Wireshark+Nmap
00:F8:60	PT. Panggung Electric Citrabuana	MA-L	PTPanggungEl	2010-06-09	IEEE+Wireshark+Nmap
EC:66:D1	B&W Group LTD	MA-L	B&WGroup	2010-05-01	IEEE+Wireshark+Nmap
38:5F:C3	Yu Jeong System, Co.Ltd	MA-L	YuJeongSyste	2010-05-01	IEEE+Wireshark+Nmap
88:8B:5D	Storage Appliance Corporation	MA-L	StorageAppli	2010-04-30	IEEE+Wireshark+Nmap
18:EF:63	Cisco Systems, Inc	MA-L	Cisco	2010-05-19	IEEE+Wireshark+Nmap
20:6F:EC	Braemac CA LLC	MA-L	BraemacCA	2010-05-19	IEEE+Wireshark+Nmap
A4:5C:27	Nintendo Co., Ltd.	MA-L	Nintendo	2010-05-18	IEEE+Wireshark+Nmap
6C:04:60	RBH Access Technologies Inc.	MA-L	RBHAccessTec	2010-05-18	IEEE+Wireshark+Nmap
70:64:17	Orbis Tecnologia Electrica S.A.	MA-L	OrbisTecnolo	2010-05-15	IEEE+Wireshark+Nmap
B8:BA:72	Cynove	MA-L	Cynove	2010-05-14	IEEE+Wireshark+Nmap
78:C6:BB	Analog Devices, Inc.	MA-L	AnalogDevice	2010-04-30	IEEE+Wireshark+Nmap
10:0D:32	Embedian, Inc.	MA-L	Embedian	2010-06-02	IEEE+Wireshark+Nmap
7C:ED:8D	Microsoft	MA-L	Microsoft	2010-06-02	IEEE+Wireshark+Nmap
88:AC:C1	Generiton Co., Ltd.	MA-L	Generiton	2010-05-28	IEEE+Wireshark+Nmap
EC:7C:74	Justone Technologies Co., Ltd.	MA-L	JustoneTechn	2010-04-21	IEEE+Wireshark+Nmap
A8:B1:D4	Cisco Systems, Inc	MA-L	Cisco	2010-04-21	IEEE+Wireshark+Nmap
CC:FC:B1	Wireless Technology, Inc.	MA-L	WirelessTech	2010-04-20	IEEE+Wireshark+Nmap
3C:1A:79	Huayuan Technology CO.,LTD	MA-L	HuayuanTechn	2010-04-17	IEEE+Wireshark+Nmap
C8:02:A6	Beijing Newmine Technology	MA-L	NewmineTechn	2010-04-01	IEEE+Wireshark+Nmap
C8:4C:75	Cisco Systems, Inc	MA-L	Cisco	2010-04-01	IEEE+Wireshark+Nmap
4C:8B:55	Grupo Digicon	MA-L	GrupoDigicon	2010-04-01	IEEE+Wireshark+Nmap
04:A3:F3	Emicon	MA-L	Emicon	2010-04-01	IEEE+Wireshark+Nmap
1C:17:D3	Cisco Systems, Inc	MA-L	Cisco	2010-04-01	IEEE+Wireshark+Nmap
7C:E0:44	NEON Inc	MA-L	NEON	2010-03-30	IEEE+Wireshark+Nmap
28:4C:53	Intune Networks	MA-L	IntuneNetwor	2010-03-31	IEEE+Wireshark+Nmap
64:D0:2D	Next Generation Integration Limited (Ngi)	MA-L	NextGenerati	2010-03-31	IEEE+Wireshark+Nmap
68:78:4C	Nortel Networks	MA-L	NortelNetwor	2010-04-13	IEEE+Wireshark+Nmap
9C:F6:1A	Carrier Fire & Security	MA-L	CarrierFireS	2010-04-09	IEEE+Wireshark+Nmap
7C:F0:98	Bee Beans Technologies, Inc.	MA-L	BeeBeansTech	2010-04-08	IEEE+Wireshark+Nmap
88:41:C1	Orbisat Da Amazonia Ind E Aerol Sa	MA-L	OrbisatDaAma	2010-04-08	IEEE+Wireshark+Nmap
9C:75:14	Wildix srl	MA-L	Wildix	2010-04-07	IEEE+Wireshark+Nmap
4C:F7:37	SamJi Electronics Co., Ltd	MA-L	SamJiElectro	2010-04-06	IEEE+Wireshark+Nmap
F0:D7:67	Axema Passagekontroll AB	MA-L	AxemaPassage	2010-04-03	IEEE+Wireshark+Nmap
84:A9:91	Cyber Trans Japan Co.,Ltd.	MA-L	CyberTransJa	2010-04-15	IEEE+Wireshark+Nmap
F8:D7:56	Simm Tronic Limited	MA-L	SimmTronic	2010-04-23	IEEE+Wireshark+Nmap
A4:0C:C3	Cisco Systems, Inc	MA-L	Cisco	2010-04-21	IEEE+Wireshark+Nmap
4C:BA:A3	Bison Electronics Inc.	MA-L	BisonElectro	2010-04-21	IEEE+Wireshark+Nmap
90:51:3F	Elettronica Santerno SpA	MA-L	ElettronicaS	2010-03-30	IEEE+Wireshark+Nmap
00:B5:D6	Omnibit Inc.	MA-L	Omnibit	2010-03-30	IEEE+Wireshark+Nmap
54:89:22	Zelfy Inc	MA-L	Zelfy	2010-03-28	IEEE+Wireshark+Nmap
6C:5C:DE	SunReports, Inc.	MA-L	SunReports	2010-03-25	IEEE+Wireshark+Nmap
34:F3:9B	WizLAN Ltd.	MA-L	WizLAN	2010-03-24	IEEE+Wireshark+Nmap
E8:6C:DA	Supercomputers and Neurocomputers Research Center	MA-L	Supercompute	2010-03-13	IEEE+Wireshark+Nmap
24:0B:2A	Viettel Group	MA-L	ViettelGroup	2010-03-12	IEEE+Wireshark+Nmap
84:F6:4C	Cross Point BV	MA-L	CrossPoint	2010-03-12	IEEE+Wireshark+Nmap
C0:8B:6F	S I Sistemas Inteligentes Eletrônicos Ltda	MA-L	SISistemasIn	2010-03-12	IEEE+Wireshark+Nmap
EC:B1:06	Acuro Networks, Inc	MA-L	AcuroNetwork	2010-02-26	IEEE+Wireshark+Nmap
48:12:49	Luxcom Technologies Inc.	MA-L	LuxcomTechno	2010-02-25	IEEE+Wireshark+Nmap
34:83:02	iFORCOM Co., Ltd	MA-L	iFORCOM	2010-02-25	IEEE+Wireshark+Nmap
F8:6E:CF	Arcx Inc	MA-L	Arcx	2010-03-09	IEEE+Wireshark+Nmap
8C:84:01	Private	MA-L	Private	2010-03-09	IEEE+Wireshark+Nmap
40:84:93	Clavister AB	MA-L	Clavister	2010-03-10	IEEE+Wireshark+Nmap
6C:70:39	Novar GmbH	MA-L	Novar	2010-03-09	IEEE+Wireshark+Nmap
B4:3D:B2	Degreane Horizon	MA-L	DegreaneHori	2010-02-23	IEEE+Wireshark+Nmap
34:BA:51	Se-Kure Controls, Inc.	MA-L	SeKureContro	2010-02-18	IEEE+Wireshark+Nmap
08:9F:97	Leroy Automation	MA-L	LeroyAutomat	2010-03-03	IEEE+Wireshark+Nmap
78:A6:BD	DAEYEON Control&Instrument Co,.Ltd	MA-L	DAEYEONContr	2010-02-26	IEEE+Wireshark+Nmap
3C:19:15	GFI Chrono Time	MA-L	GFIChronoTim	2010-02-26	IEEE+Wireshark+Nmap
14:73:73	Tubitak Uekae	MA-L	TubitakUekae	2010-02-13	IEEE+Wireshark+Nmap
C8:35:B8	Ericsson, EAB/RWI/K	MA-L	EricssonEABR	2010-02-10	IEEE+Wireshark+Nmap
98:2D:56	Resolution Audio	MA-L	ResolutionAu	2010-02-13	IEEE+Wireshark+Nmap
FC:CF:62	IBM Corp	MA-L	IBM	2010-01-26	IEEE+Wireshark+Nmap
08:4E:1C	H2A Systems, LLC	MA-L	H2A	2010-01-26	IEEE+Wireshark+Nmap
88:B6:27	Gembird Europe BV	MA-L	GembirdEurop	2010-01-23	IEEE+Wireshark+Nmap
F0:68:53	Integrated Corporation	MA-L	Integrated	2010-01-23	IEEE+Wireshark+Nmap
A4:AD:B8	Vitec Group, Camera Dynamics Ltd	MA-L	VitecGroupCa	2010-01-23	IEEE+Wireshark+Nmap
E0:26:30	Intrigue Technologies, Inc.	MA-L	IntrigueTech	2010-01-29	IEEE+Wireshark+Nmap
10:43:69	Soundmax Electronic Limited	MA-L	SoundmaxElec	2010-01-07	IEEE+Wireshark+Nmap
C0:6C:0F	Dobbs Stanford	MA-L	DobbsStanfor	2010-01-05	IEEE+Wireshark+Nmap
50:2D:F4	Phytec Messtechnik GmbH	MA-L	PhytecMesste	2010-01-05	IEEE+Wireshark+Nmap
A4:B1:21	Arantia 2010 S.L.	MA-L	Arantia2010S	2010-01-22	IEEE+Wireshark+Nmap
E0:26:36	Nortel Networks	MA-L	NortelNetwor	2010-01-20	IEEE+Wireshark+Nmap
5C:57:C8	Nokia Corporation	MA-L	Nokia	2010-02-04	IEEE+Wireshark+Nmap
D4:6C:BF	Goodrich ISR	MA-L	GoodrichISR	2010-02-03	IEEE+Wireshark+Nmap
F8:9D:0D	Control Technology Inc.	MA-L	ControlTechn	2010-02-10	IEEE+Wireshark+Nmap
2C:3F:3E	Alge-Timing GmbH	MA-L	AlgeTiming	2010-02-10	IEEE+Wireshark+Nmap
EC:C8:82	Cisco Systems, Inc	MA-L	Cisco	2010-02-03	IEEE+Wireshark+Nmap
6C:FD:B9	Proware Technologies Co Ltd.	MA-L	ProwareTechn	2009-12-17	IEEE+Wireshark+Nmap
B4:2C:BE	Direct Payment Solutions Limited	MA-L	DirectPaymen	2009-12-23	IEEE+Wireshark+Nmap
CC:22:18	InnoDigital Co., Ltd.	MA-L	InnoDigital	2009-12-23	IEEE+Wireshark+Nmap
C8:6C:1E	Display Systems Ltd	MA-L	Display	2009-12-22	IEEE+Wireshark+Nmap
90:A7:C1	Pakedge Device and Software Inc.	MA-L	PakedgeDevic	2009-12-16	IEEE+Wireshark+Nmap
80:BA:AC	TeleAdapt Ltd	MA-L	TeleAdapt	2009-12-17	IEEE+Wireshark+Nmap
74:6B:82	Movek	MA-L	Movek	2009-11-24	IEEE+Wireshark+Nmap
9C:C0:77	PrintCounts, LLC	MA-L	PrintCounts	2009-11-21	IEEE+Wireshark+Nmap
3C:B1:7F	Wattwatchers Pty Ld	MA-L	Wattwatchers	2009-11-21	IEEE+Wireshark+Nmap
CC:54:59	OnTime Networks AS	MA-L	OnTimeNetwor	2009-11-21	IEEE+Wireshark+Nmap
D4:F1:43	IPROAD.,Inc	MA-L	IPROAD	2009-11-21	IEEE+Wireshark+Nmap
C8:6C:B6	Optcom Co., Ltd.	MA-L	Optcom	2009-12-13	IEEE+Wireshark+Nmap
A0:18:59	Shenzhen Yidashi Electronics Co Ltd	MA-L	YidashiElect	2009-12-10	IEEE+Wireshark+Nmap
E8:05:6D	Nortel Networks	MA-L	NortelNetwor	2009-12-10	IEEE+Wireshark+Nmap
C4:59:76	Fugoo Coorporation	MA-L	FugooCoorpor	2009-12-10	IEEE+Wireshark+Nmap
8C:56:C5	Nintendo Co., Ltd.	MA-L	Nintendo	2009-12-29	IEEE+Wireshark+Nmap
CC:B8:88	AnB Securite s.a.	MA-L	AnBSecurite	2009-12-24	IEEE+Wireshark+Nmap
6C:5E:7A	Ubiquitous Internet Telecom Co., Ltd	MA-L	UbiquitousIn	2009-12-23	IEEE+Wireshark+Nmap
34:86:2A	Heinz Lackmann GmbH & Co KG	MA-L	HeinzLackman	2009-12-01	IEEE+Wireshark+Nmap
B4:ED:54	Wohler Technologies	MA-L	WohlerTechno	2009-11-28	IEEE+Wireshark+Nmap
2C:CD:27	Precor Inc	MA-L	Precor	2009-12-31	IEEE+Wireshark+Nmap
10:18:9E	Elmo Motion Control	MA-L	ElmoMotionCo	2009-12-29	IEEE+Wireshark+Nmap
58:49:BA	Chitai Electronic Corp.	MA-L	ChitaiElectr	2009-12-05	IEEE+Wireshark+Nmap
00:D1:1C	Acetel	MA-L	Acetel	2009-12-04	IEEE+Wireshark+Nmap
54:9A:16	Uzushio Electric Co.,Ltd.	MA-L	UzushioElect	2009-11-04	IEEE+Wireshark+Nmap
60:1D:0F	Midnite Solar	MA-L	MidniteSolar	2009-11-07	IEEE+Wireshark+Nmap
A8:F9:4B	Eltex Enterprise Ltd.	MA-L	EltexEnterpr	2009-11-07	IEEE+Wireshark+Nmap
0C:82:30	Shenzhen Magnus Technologies Co.,Ltd	MA-L	MagnusTechno	2009-11-07	IEEE+Wireshark+Nmap
50:A6:E3	David Clark Company	MA-L	DavidClark	2009-11-06	IEEE+Wireshark+Nmap
50:93:4F	Gradual Tecnologia Ltda.	MA-L	GradualTecno	2009-11-06	IEEE+Wireshark+Nmap
AC:E3:48	MadgeTech, Inc	MA-L	MadgeTech	2009-11-06	IEEE+Wireshark+Nmap
90:18:AE	Shanghai Meridian Technologies, Co. Ltd.	MA-L	MeridianTech	2009-10-31	IEEE+Wireshark+Nmap
04:94:A1	Catch The Wind Inc	MA-L	CatchWind	2009-10-31	IEEE+Wireshark+Nmap
00:3A:99	Cisco Systems, Inc	MA-L	Cisco	2009-10-29	IEEE+Wireshark+Nmap
00:3A:9A	Cisco Systems, Inc	MA-L	Cisco	2009-10-29	IEEE+Wireshark+Nmap
00:3A:98	Cisco Systems, Inc	MA-L	Cisco	2009-10-29	IEEE+Wireshark+Nmap
70:72:CF	EdgeCore Networks	MA-L	EdgeCoreNetw	2009-10-28	IEEE+Wireshark+Nmap
B8:B1:C7	Bt&Com Co.,Ltd	MA-L	Bt&Com	2009-10-24	IEEE+Wireshark+Nmap
DC:2C:26	Iton Technology Limited	MA-L	ItonTechnolo	2009-10-24	IEEE+Wireshark+Nmap
00:64:40	Cisco Systems, Inc	MA-L	Cisco	2009-11-17	IEEE+Wireshark+Nmap
94:C4:E9	PowerLayer Microsystems HongKong Limited	MA-L	PowerLayerMi	2009-11-18	IEEE+Wireshark+Nmap
88:43:E1	Cisco Systems, Inc	MA-L	Cisco	2009-11-17	IEEE+Wireshark+Nmap
B8:F7:32	Aryaka Networks Inc	MA-L	AryakaNetwor	2009-11-19	IEEE+Wireshark+Nmap
E8:DF:F2	PRF Co., Ltd.	MA-L	PRF	2009-11-19	IEEE+Wireshark+Nmap
A4:AD:00	Ragsdale Technology	MA-L	RagsdaleTech	2009-10-01	IEEE+Wireshark+Nmap
4C:9E:E4	Hanyang Navicom Co.,Ltd.	MA-L	HanyangNavic	2009-09-26	IEEE+Wireshark+Nmap
C4:7D:4F	Cisco Systems, Inc	MA-L	Cisco	2009-09-26	IEEE+Wireshark+Nmap
3C:DF:1E	Cisco Systems, Inc	MA-L	Cisco	2009-09-26	IEEE+Wireshark+Nmap
9C:4E:8E	ALT Systems Ltd	MA-L	ALT	2009-10-09	IEEE+Wireshark+Nmap
04:2B:BB	PicoCELA, Inc.	MA-L	PicoCELA	2009-10-08	IEEE+Wireshark+Nmap
FC:08:77	Prentke Romich Company	MA-L	PrentkeRomic	2009-10-07	IEEE+Wireshark+Nmap
EC:D0:0E	MiraeRecognition Co., Ltd.	MA-L	MiraeRecogni	2009-10-03	IEEE+Wireshark+Nmap
98:6D:C8	Toshiba Mitsubishi-Electric Industrial Systems Corporation	MA-L	ToshibaMitsu	2009-09-09	IEEE+Wireshark+Nmap
6C:AC:60	Venetex Corp	MA-L	Venetex	2009-09-10	IEEE+Wireshark+Nmap
C8:72:48	Aplicom Oy	MA-L	Aplicom	2009-09-17	IEEE+Wireshark+Nmap
F0:4B:F2	JTECH Communications, Inc.	MA-L	JTECHCommuni	2009-09-12	IEEE+Wireshark+Nmap
1C:0F:CF	Sypro Optics GmbH	MA-L	SyproOptics	2009-10-13	IEEE+Wireshark+Nmap
64:F9:70	Kenade Electronics Technology Co.,LTD.	MA-L	KenadeElectr	2009-09-19	IEEE+Wireshark+Nmap
D4:11:D6	ShotSpotter, Inc.	MA-L	ShotSpotter	2009-10-21	IEEE+Wireshark+Nmap
9C:AF:CA	Cisco Systems, Inc	MA-L	Cisco	2009-10-20	IEEE+Wireshark+Nmap
C8:2E:94	Halfa Enterprise Co., Ltd.	MA-L	HalfaEnterpr	2009-09-22	IEEE+Wireshark+Nmap
7C:7B:E4	Z'Sedai Kenkyusho Corporation	MA-L	ZSedaiKenkyu	2009-08-22	IEEE+Wireshark+Nmap
F0:DE:71	Shanghai EDO Technologies Co.,Ltd.	MA-L	EDOTechnolog	2009-08-20	IEEE+Wireshark+Nmap
60:D3:0A	Quatius Limited	MA-L	Quatius	2009-08-20	IEEE+Wireshark+Nmap
24:CF:21	Shenzhen State Micro Technology Co., Ltd	MA-L	StateMicroTe	2009-08-20	IEEE+Wireshark+Nmap
10:BA:A5	Gana I&C Co., Ltd	MA-L	GanaI&C	2009-08-20	IEEE+Wireshark+Nmap
BC:9D:A5	DASCOM Europe GmbH	MA-L	DASCOMEurope	2009-08-19	IEEE+Wireshark+Nmap
28:FB:D3	Ragentek Technology Group	MA-L	RagentekTech	2009-08-18	IEEE+Wireshark+Nmap
58:6E:D6	Private	MA-L	Private	2009-08-18	IEEE+Wireshark+Nmap
C8:D2:C1	Jetlun (Shenzhen) Corporation	MA-L	Jetlun	2009-08-18	IEEE+Wireshark+Nmap
E0:91:53	XAVi Technologies Corp.	MA-L	XAViTechnolo	2009-08-15	IEEE+Wireshark+Nmap
64:BC:11	CombiQ AB	MA-L	CombiQ	2009-08-27	IEEE+Wireshark+Nmap
EC:30:91	Cisco Systems, Inc	MA-L	Cisco	2009-08-27	IEEE+Wireshark+Nmap
F4:AC:C1	Cisco Systems, Inc	MA-L	Cisco	2009-08-27	IEEE+Wireshark+Nmap
40:97:D1	BK Electronics cc	MA-L	BKElectronic	2009-08-25	IEEE+Wireshark+Nmap
0C:E9:36	ELIMOS srl	MA-L	ELIMOS	2009-08-26	IEEE+Wireshark+Nmap
60:39:1F	ABB Ltd	MA-L	ABB	2009-08-25	IEEE+Wireshark+Nmap
E8:A4:C1	Deep Sea Electronics Ltd	MA-L	DeepSeaElect	2009-08-22	IEEE+Wireshark+Nmap
D4:C7:66	Acentic GmbH	MA-L	Acentic	2009-08-12	IEEE+Wireshark+Nmap
A0:2E:F3	United Integrated Services Co., Led.	MA-L	UnitedIntegr	2009-08-12	IEEE+Wireshark+Nmap
A0:98:05	OpenVox Communication Co Ltd	MA-L	OpenVoxCommu	2009-08-12	IEEE+Wireshark+Nmap
00:27:1F	MIPRO Electronics Co., Ltd	MA-L	MIPROElectro	2009-08-09	IEEE+Wireshark+Nmap
88:A5:BD	Qpcom Inc.	MA-L	Qpcom	2009-09-03	IEEE+Wireshark+Nmap
80:17:7D	Nortel Networks	MA-L	NortelNetwor	2009-09-04	IEEE+Wireshark+Nmap
00:26:A9	Strong Technologies Pty Ltd	MA-L	StrongTechno	2009-06-28	IEEE+Wireshark+Nmap
00:26:A5	Microrobot.Co.,Ltd	MA-L	Microrobot	2009-06-25	IEEE+Wireshark+Nmap
00:26:A3	FQ Ingenieria Electronica S.A.	MA-L	FQIngenieria	2009-06-24	IEEE+Wireshark+Nmap
00:26:9D	M2Mnet Co., Ltd.	MA-L	M2Mnet	2009-06-23	IEEE+Wireshark+Nmap
00:26:C5	Guangdong Gosun Telecommunications Co.,Ltd	MA-L	GosunTelecom	2009-07-09	IEEE+Wireshark+Nmap
00:26:C4	Cadmos microsystems S.r.l.	MA-L	Cadmosmicros	2009-07-09	IEEE+Wireshark+Nmap
00:26:C8	System Sensor	MA-L	SystemSensor	2009-07-09	IEEE+Wireshark+Nmap
00:26:C2	SCDI Co. LTD	MA-L	SCDI	2009-07-08	IEEE+Wireshark+Nmap
00:26:97	Alpha Technologies Inc.	MA-L	AlphaTechnol	2009-06-23	IEEE+Wireshark+Nmap
00:26:8A	Terrier SC Ltd	MA-L	TerrierSC	2009-06-21	IEEE+Wireshark+Nmap
00:27:12	MaxVision LLC	MA-L	MaxVision	2009-07-31	IEEE+Wireshark+Nmap
00:26:CF	Deka R&D	MA-L	DekaR&D	2009-07-11	IEEE+Wireshark+Nmap
00:26:F3	SMC Networks	MA-L	SMCNetworks	2009-07-24	IEEE+Wireshark+Nmap
00:26:E7	Shanghai ONLAN Communication Tech. Co., Ltd.	MA-L	ONLANCommuni	2009-07-21	IEEE+Wireshark+Nmap
00:26:E0	Asiteq	MA-L	Asiteq	2009-07-17	IEEE+Wireshark+Nmap
00:27:0C	Cisco Systems, Inc	MA-L	Cisco	2009-07-31	IEEE+Wireshark+Nmap
00:27:03	Testech Electronics Pte Ltd	MA-L	TestechElect	2009-07-28	IEEE+Wireshark+Nmap
00:26:12	Space Exploration Technologies	MA-L	SpaceExplora	2009-05-03	IEEE+Wireshark+Nmap
00:26:16	Rosemount Inc.	MA-L	Rosemount	2009-05-03	IEEE+Wireshark+Nmap
00:26:0B	Cisco Systems, Inc	MA-L	Cisco	2009-05-03	IEEE+Wireshark+Nmap
00:25:FD	OBR Centrum Techniki Morskiej S.A.	MA-L	OBRCentrumTe	2009-05-03	IEEE+Wireshark+Nmap
00:26:00	TEAC Australia Pty Ltd.	MA-L	TEACAustrali	2009-05-03	IEEE+Wireshark+Nmap
00:26:85	Digital Innovation	MA-L	DigitalInnov	2009-06-21	IEEE+Wireshark+Nmap
00:26:23	JRD Communication Inc	MA-L	JRDCommunica	2009-05-10	IEEE+Wireshark+Nmap
00:26:27	Truesell	MA-L	Truesell	2009-05-10	IEEE+Wireshark+Nmap
00:26:7A	wuhan hongxin telecommunication technologies co.,ltd	MA-L	hongxintelec	2009-06-14	IEEE+Wireshark+Nmap
00:26:64	Core System Japan	MA-L	CoreSystemJa	2009-05-31	IEEE+Wireshark+Nmap
00:26:59	Nintendo Co., Ltd.	MA-L	Nintendo	2009-05-31	IEEE+Wireshark+Nmap
00:26:51	Cisco Systems, Inc	MA-L	Cisco	2009-05-31	IEEE+Wireshark+Nmap
00:26:4E	r2p GmbH	MA-L	r2p	2009-05-31	IEEE+Wireshark+Nmap
00:26:4F	Krüger &Gothe GmbH	MA-L	Krüger&Gothe	2009-05-31	IEEE+Wireshark+Nmap
00:26:21	InteliCloud Technology Inc.	MA-L	InteliCloudT	2009-05-10	IEEE+Wireshark+Nmap
00:26:1C	Neovia Inc.	MA-L	Neovia	2009-05-10	IEEE+Wireshark+Nmap
00:26:39	T.M. Electronics, Inc.	MA-L	TMElectronic	2009-05-17	IEEE+Wireshark+Nmap
00:26:72	AAMP of America	MA-L	AAMPAmerica	2009-06-07	IEEE+Wireshark+Nmap
00:25:E9	i-mate Development, Inc.	MA-L	imateDevelop	2009-04-19	IEEE+Wireshark+Nmap
00:25:E6	Belgian Monitoring Systems bvba	MA-L	BelgianMonit	2009-04-19	IEEE+Wireshark+Nmap
00:25:E0	CeedTec Sdn Bhd	MA-L	CeedTecSdnBh	2009-04-19	IEEE+Wireshark+Nmap
00:25:DE	Probits Co., LTD.	MA-L	Probits	2009-04-12	IEEE+Wireshark+Nmap
00:25:B0	Schmartz Inc	MA-L	Schmartz	2009-03-29	IEEE+Wireshark+Nmap
00:25:AD	Manufacturing Resources International	MA-L	Manufacturin	2009-03-29	IEEE+Wireshark+Nmap
00:25:AC	I-Tech corporation	MA-L	ITech	2009-03-29	IEEE+Wireshark+Nmap
00:25:AB	Aio Lcd Pc Bu / Tpv	MA-L	AioLcdPcBuTp	2009-03-29	IEEE+Wireshark+Nmap
00:25:BA	Alcatel-Lucent IPD	MA-L	AlcatelLucen	2009-04-05	IEEE+Wireshark+Nmap
00:25:BB	INNERINT Co., Ltd.	MA-L	INNERINT	2009-04-05	IEEE+Wireshark+Nmap
00:25:B1	Maya-Creation Corporation	MA-L	MayaCreation	2009-03-29	IEEE+Wireshark+Nmap
00:25:B8	Agile Communications, Inc.	MA-L	AgileCommuni	2009-03-29	IEEE+Wireshark+Nmap
00:25:CE	InnerSpace	MA-L	InnerSpace	2009-04-12	IEEE+Wireshark+Nmap
00:25:C6	kasercorp, ltd	MA-L	kasercorp	2009-04-05	IEEE+Wireshark+Nmap
00:25:C5	Star Link Communication Pvt. Ltd.	MA-L	StarLinkComm	2009-04-05	IEEE+Wireshark+Nmap
00:25:C7	altek Corporation	MA-L	altek	2009-04-05	IEEE+Wireshark+Nmap
00:25:FF	CreNova Multimedia Co., Ltd	MA-L	CreNovaMulti	2009-05-03	IEEE+Wireshark+Nmap
00:25:F3	Nordwestdeutsche Zählerrevision	MA-L	Nordwestdeut	2009-04-26	IEEE+Wireshark+Nmap
00:25:EC	Humanware	MA-L	Humanware	2009-04-26	IEEE+Wireshark+Nmap
00:25:ED	NuVo Technologies LLC	MA-L	NuVoTechnolo	2009-04-26	IEEE+Wireshark+Nmap
00:25:A1	Enalasys	MA-L	Enalasys	2009-03-22	IEEE+Wireshark+Nmap
00:25:9A	CEStronics GmbH	MA-L	CEStronics	2009-03-22	IEEE+Wireshark+Nmap
00:25:91	NEXTEK, Inc.	MA-L	NEXTEK	2009-03-22	IEEE+Wireshark+Nmap
00:25:8D	Haier	MA-L	Haier	2009-03-22	IEEE+Wireshark+Nmap
00:25:DD	Sunnytek Information Co., Ltd.	MA-L	SunnytekInfo	2009-04-12	IEEE+Wireshark+Nmap
00:25:37	Runcom Technologies Ltd.	MA-L	RuncomTechno	2009-02-15	IEEE+Wireshark+Nmap
00:25:38	Samsung Electronics Co., Ltd., Memory Division	MA-L	SamsungElect	2009-02-15	IEEE+Wireshark+Nmap
00:25:44	LoJack Corporation	MA-L	LoJack	2009-02-15	IEEE+Wireshark+Nmap
00:25:4A	RingCube Technologies, Inc.	MA-L	RingCubeTech	2009-02-22	IEEE+Wireshark+Nmap
00:25:4F	ELETTROLAB Srl	MA-L	ELETTROLAB	2009-02-22	IEEE+Wireshark+Nmap
